	fsa_lights_per100g	id	ingredients	instructions	nutr_per_ingredient	nutr_values_per100g	partition	quantity	title	unit	url	weight_per_ingr	category
634	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}"	0316c6a100	"[{'text': 'strawberries, raw'}, {'text': 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966'}, {'text': 'alcoholic beverage, distilled, vodka, 80 proof'}]"	"[{'text': '1.'}, {'text': 'Rinse the strawberries and turn them onto a paper towel placed in a bowl.'}, {'text': '2.'}, {'text': 'Cut the peak of the strawberry where it can stand on its bottom.'}, {'text': '3.'}, {'text': 'Cut the top of the berry where the stem is and then with a spoon, scoop the pit out.'}, {'text': 'Dont scoop too much because your strawberries will be too thin.'}, {'text': '4.'}, {'text': 'Melt the chocolate in the microwave, checking every 30 seconds and stir with a spoon.'}, {'text': 'Before you start dipping the berries, prepare a small baking sheet and line it with wax or parchment paper.'}, {'text': 'Begin to dip the bottom portion of the strawberry and place them on the parchment paper.'}, {'text': 'Once all strawberries are dipped in chocolate, place in freezer for 15 minutes.'}, {'text': '5.'}, {'text': 'Take the berries out of the freezer and fill them with a little bit of the vodka.'}, {'text': 'Enjoy!'}]"	"[{'fat': 0.92, 'nrg': 98.0, 'pro': 2.04, 'sat': 0.046, 'sod': 4.0, 'sug': 14.86}, {'fat': 45.364869899999995, 'nrg': 794.3529899999999, 'pro': 11.345469899999998, 'sat': 28.3551699, 'sod': 0.0, 'sug': 90.71273009999999}, {'fat': 0.0, 'nrg': 523.89876, 'pro': 0.0, 'sat': 0.0, 'sod': 2.26796, 'sug': 0.0}]"	"{'energy': 202.06390276404528, 'fat': 6.603699837207675, 'protein': 1.9097736601735211, 'salt': 0.002235705022021, 'saturates': 4.052140612047773, 'sugars': 15.062603007877092}"	train	"[{'text': '1'}, {'text': '6'}, {'text': '8'}]"	Strawberry Shots	"[{'text': 'pint'}, {'text': 'ounce'}, {'text': 'ounce'}]"	http://tastykitchen.com/recipes/drinks/strawberry-shots/	"[304.0, 170.09699999999998, 226.796]"	DRINK
635	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}"	03171f476d	"[{'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'sugars, granulated'}, {'text': 'cocoa, dry powder, unsweetened'}, {'text': 'leavening agents, baking soda'}, {'text': 'salt, table'}, {'text': 'salad dressing, mayonnaise, regular'}, {'text': 'water, bottled, generic'}, {'text': 'vanilla extract'}]"	"[{'text': '12 SERVINGS OVO-LACTO/VEGAN'}, {'text': ""We top the cake with a dusting of confectioners' sugar, but you also can use whipped cream or possibly nondairy topping.""}, {'text': 'Preheat oven to 350 degrees.'}, {'text': 'Grease an 8-inch square cake pan and set aside.'}, {'text': 'Set aside.'}, {'text': 'In medium bowl, mix flour, sugar, cocoa, baking soda and salt.'}, {'text': 'In large bowl, mix mayonnaise, hot water and vanilla.'}, {'text': 'Add in dry ingredients and beat with an electric mixer on low speed till smooth.'}, {'text': 'Pour batter into prepared pan.'}, {'text': 'Bake till a toothpick inserted into the cake comes out clean, about 35 min.'}, {'text': 'Remove to wire rack and let cold.'}, {'text': ""Just before serving, dust top with confectioners' sugar.""}]"	"[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 2.9450000000000003, 'nrg': 49.0, 'pro': 4.215, 'sat': 1.7349999999999999, 'sod': 4.5, 'sug': 0.375}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2518.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 165.28, 'nrg': 1504.0, 'pro': 2.08, 'sat': 25.84, 'sod': 1408.0, 'sug': 1.28}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}]"	"{'energy': 342.4136838770985, 'fat': 18.021856192587897, 'protein': 3.390877415267659, 'salt': 1.347534579241896, 'saturates': 2.952486537852391, 'sugars': 21.53785239151093}"	train	"[{'text': '2'}, {'text': '1'}, {'text': '1/4'}, {'text': '2'}, {'text': '1/2'}, {'text': '1'}, {'text': '1'}, {'text': '1'}]"	Brittes Chocolate Cake Recipe	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}]"	http://cookeatshare.com/recipes/brittes-chocolate-cake-92465	"[250.0, 201.60000000000002, 21.5, 9.2, 3.0, 220.8, 236.8, 4.2]"	DESSERT
640	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}"	031bcca50a	"[{'text': 'sweet potato, raw, unprepared'}, {'text': 'butter, without salt'}, {'text': 'molasses'}, {'text': 'salt, table'}]"	"[{'text': 'In 5-quart saucepot, heat sweet potatoes and enough water to cover to boiling over high heat.'}, {'text': 'Reduce heat to low; cover and simmer 20 minutes or until sweet potatoes are fork-tender.'}, {'text': 'Drain well and return sweet potatoes to saucepot.'}, {'text': 'Meanwhile, in 1-quart saucepan, cook butter over medium heat until browned, but not burned, 5 to 7 minutes.'}, {'text': '(Butter should be the color of maple syrup.)'}, {'text': 'With potato masher, mash sweet potatoes, brown butter, molasses, and salt until smooth.'}]"	"[{'fat': 0.907184, 'nrg': 1560.35648, 'pro': 28.485577600000003, 'sat': 0.32658623999999903, 'sod': 997.9024000000001, 'sug': 75.84058239999999}, {'fat': 69.12, 'nrg': 612.0, 'pro': 0.72, 'sat': 43.013999999999996, 'sod': 12.0, 'sug': 0.06}, {'fat': 0.085, 'nrg': 244.25, 'pro': 0.0, 'sat': 0.015250000000000001, 'sod': 31.25, 'sug': 62.9525}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}]"	"{'energy': 121.72389914361325, 'fat': 3.531534192507194, 'protein': 1.471078064068325, 'salt': 0.20430006679030702, 'saturates': 2.183823258540948, 'sugars': 6.993997052361384}"	train	"[{'text': '4'}, {'text': '6'}, {'text': '1/4'}, {'text': '1/4'}]"	North Carolina Brown-Butter Sweet Potatoes	"[{'text': 'pound'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'teaspoon'}]"	http://www.delish.com/recipefinder/north-carolina-brown-butter-sweet-potatoes-1427	"[1814.368, 85.19999999999999, 84.25, 1.5]"	APPETIZER
643	"{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'orange'}"	031e7b1638	"[{'text': 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw'}, {'text': 'soup, chicken broth or bouillon, dry'}, {'text': 'honey'}, {'text': 'peas, green, frozen, unprepared'}, {'text': 'cream, fluid, heavy whipping'}, {'text': 'cornstarch'}]"	"[{'text': 'Either use left over chicken and canned broth or poach chicken in 1 pint of water and use cooking liquid as the broth-- If using the cooking water as broth, flavour by adding chopped celery and carrots for a better tasting broth.'}, {'text': 'Put the broth and mustard in a sauce pan and simmer until the honey is blended with the broth.'}, {'text': 'Add some freshly cracked white pepper and a bit of nutmeg or cinnamon.'}, {'text': 'Add the frozen peas to the pan and then remove from heat.'}, {'text': 'Mix the cream and cornstarch well and add to the pan.'}, {'text': 'Add in the cooked cubed chicken and then put the pan back on low heat; stir until thickened slightly.'}, {'text': 'Try with cinnamon raisin bagel bites or croutons.'}, {'text': 'Keep the heat gentle as you do not want to curdle the cream.'}, {'text': 'Everything is cooked already, so nothing needs to be boiled.'}]"	"[{'fat': 7.336, 'nrg': 336.0, 'pro': 63.0, 'sat': 1.5763999999999991, 'sod': 126.0, 'sug': 0.0}, {'fat': 26.880000000000003, 'nrg': 480.0, 'pro': 31.680000000000003, 'sat': 6.624, 'sod': 45888.0, 'sug': 33.6}, {'fat': 0.0, 'nrg': 64.4375, 'pro': 0.06375, 'sat': 0.0, 'sod': 0.875, 'sug': 17.399375}, {'fat': 7.5600000000000005, 'nrg': 1442.0, 'pro': 97.86, 'sat': 1.232, 'sod': 2030.0, 'sug': 93.8}, {'fat': 86.6, 'nrg': 816.0, 'pro': 6.82, 'sat': 55.276, 'sod': 64.0, 'sug': 7.0}, {'fat': 0.0037500000000000003, 'nrg': 30.5, 'pro': 0.020624999999999998, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}]"	"{'energy': 121.08179104477612, 'fat': 4.905256119402984, 'protein': 7.6205611940298486, 'salt': 4.595546268656717, 'saturates': 2.472469014925372, 'sugars': 5.800095522388059}"	train	"[{'text': '2'}, {'text': '1'}, {'text': '1'}, {'text': '14'}, {'text': '1'}, {'text': '1'}]"	Honey Mustard Soup With Chicken	"[{'text': 'cup'}, {'text': 'pint'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'pint'}, {'text': 'tablespoon'}]"	http://www.food.com/recipe/honey-mustard-soup-with-chicken-75362	"[280.0, 192.0, 21.1875, 1876.0, 240.0, 8.0]"	DINNER
645	"{'fat': 'red', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}"	0323e1dba6	"[{'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'sugars, brown'}, {'text': 'margarine, regular, 80% fat, composite, stick, without salt'}, {'text': 'spices, cinnamon, ground'}, {'text': 'oats'}, {'text': 'apples, raw, with skin'}, {'text': 'cranberries, dried, sweetened'}, {'text': 'nuts, pecans'}]"	"[{'text': 'Preheat the oven to 350F degrees.'}, {'text': 'Coat a 9 in square pan with nonstick spray.'}, {'text': 'In a large saucepan, bring the milk, brown sugar, margarine, and cinnamon to a boil.'}, {'text': 'Meanwhile, in a large mixing bowl, mix together the oats, chopped apple, cranberries, and nuts; spread evenly into the prepared pan.'}, {'text': 'When the milk mixture begins to boil, pour out evenly over the oatmeal mixture.'}, {'text': 'Bake uncovered for 30-35 minutes, ore until the liquid has been absorbed and the oatmeal is tender.'}, {'text': 'Cut the mixture into 6 servings, scooping each out into a cereal bowl.'}, {'text': 'Garnish with a sliced apple (if desired) and serve with a pitcher of milk.'}]"	"[{'fat': 7.11, 'nrg': 306.0, 'pro': 24.660000000000004, 'sat': 4.635, 'sod': 321.0, 'sug': 38.07}, {'fat': 0.0, 'nrg': 198.0, 'pro': 0.0, 'sat': 0.0, 'sod': 18.0, 'sug': 52.38}, {'fat': 17.19, 'nrg': 153.0, 'pro': 0.03, 'sat': 3.2355, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.059999999999999006, 'nrg': 12.0, 'pro': 0.2, 'sat': 0.018000000000000002, 'sod': 0.0, 'sug': 0.11999999999999901}, {'fat': 16.14, 'nrg': 910.5, 'pro': 39.525000000000006, 'sat': 2.8485, 'sod': 4.5, 'sug': 0.0}, {'fat': 0.315, 'nrg': 97.5, 'pro': 0.495, 'sat': 0.052500000000000005, 'sod': 1.5, 'sug': 19.485}, {'fat': 59.84, 'nrg': 16728.0, 'pro': 9.520000000000001, 'sat': 4.760000000000001, 'sod': 272.0, 'sug': 3946.72}, {'fat': 2667.3, 'nrg': 25602.0, 'pro': 340.0, 'sat': 229.024, 'sod': 0.0, 'sug': 147.22}]"	"{'energy': 423.9595375722543, 'fat': 26.66623314065511, 'protein': 3.992581888246627, 'salt': 0.014860308285163002, 'saturates': 2.356199421965318, 'sugars': 40.50091522157995}"	train	"[{'text': '3'}, {'text': '6'}, {'text': '1 1/2'}, {'text': '2'}, {'text': '1 1/2'}, {'text': '1 1/2'}, {'text': '34'}, {'text': '34'}]"	Baked Cranberry Oatmeal	"[{'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/baked-cranberry-oatmeal-21132	"[732.0, 54.0, 21.299999999999997, 5.2, 234.0, 187.5, 5440.0, 3706.0]"	BREAKFAST
646	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'green'}"	03248cdb43	"[{'text': 'corn, sweet, white, raw'}, {'text': 'butter, without salt'}, {'text': 'potatoes, raw, skin'}, {'text': 'cream, sour, cultured'}, {'text': 'spices, onion powder'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}, {'text': 'broccoli, raw'}, {'text': 'cheese, cheddar'}]"	"[{'text': 'Grease 1 1/2 qt shallow baking dish.'}, {'text': 'Thoroughly combine chex & butter.'}, {'text': 'Set aside.'}, {'text': 'Combine potatoes, sour cream, onion powder, salt, pepper, & broccoli.'}, {'text': 'Stir gently until well mixed.'}, {'text': 'Spread half of mixture in baking dish.'}, {'text': 'Sprinkle with half of cheese, then half of crumbs.'}, {'text': 'Repeat.'}, {'text': 'Bake in 350F oven for 25 minutes or until crumbs are golden.'}]"	"[{'fat': 7.28, 'nrg': 528.0, 'pro': 19.84, 'sat': 1.12, 'sod': 92.0, 'sug': 19.84}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 0.45, 'nrg': 261.0, 'pro': 11.565, 'sat': 0.11699999999999901, 'sod': 45.0, 'sug': 0.0}, {'fat': 18.56, 'nrg': 192.0, 'pro': 2.32, 'sat': 9.736, 'sod': 32.0, 'sug': 3.2800000000000002}, {'fat': 0.01, 'nrg': 4.0, 'pro': 0.125, 'sat': 0.0025, 'sod': 1.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999003, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}, {'fat': 1.0489315, 'nrg': 96.38830000000002, 'pro': 7.994559, 'sat': 0.11056305, 'sod': 93.55335000000001, 'sug': 4.819415}, {'fat': 43.97, 'nrg': 533.0, 'pro': 30.19, 'sat': 24.904, 'sod': 862.0, 'sug': 0.63}]"	"{'energy': 123.56684322955873, 'fat': 7.170887217080743, 'protein': 4.430790593559754, 'salt': 0.261836816493183, 'saturates': 3.949841462911867, 'sugars': 1.752334432207026}"	train	"[{'text': '4'}, {'text': '4'}, {'text': '3'}, {'text': '1/2'}, {'text': '1/2'}, {'text': '1/4'}, {'text': '1'}, {'text': '10'}, {'text': '1'}]"	Irish Potato Bake	"[{'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'dash'}, {'text': 'ounce'}, {'text': 'cup'}]"	https://cookpad.com/us/recipes/365555-irish-potato-bake	"[616.0, 56.8, 450.0, 96.0, 1.2, 1.5, 0.28750000000000003, 283.495, 132.0]"	DINNER
652	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}"	0328e7fda4	"[{'text': 'watermelon, raw'}, {'text': 'lime juice, raw'}, {'text': 'sugars, granulated'}]"	"[{'text': 'Cut approximately half a seedless watermelon into cubes (enough for 8 cups) and put in freezer to chill (Make sure that if you put them into a freezer bag that you break the pieces up every now and then to prevent huge frozen chunks).'}, {'text': 'Once chilled or frozen to your liking, squeeze 8 limes or so (depending on size) for 1 cup of fresh lime juice.'}, {'text': 'Combine the lime juice and 1/2 cup sugar into blender before adding the chilled watermelon cubes.'}, {'text': 'Blend all together, pour into glass, garnish to your liking (lime or watermelon slice, mint), and enjoy!'}]"	"[{'fat': 1.8399999999999999, 'nrg': 368.0, 'pro': 7.52, 'sat': 0.2, 'sod': 16.0, 'sug': 76.4}, {'fat': 0.17, 'nrg': 60.0, 'pro': 1.02, 'sat': 0.019, 'sod': 5.0, 'sug': 4.09}, {'fat': 0.0, 'nrg': 9216.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2413.44}]"	"{'energy': 247.71396280694543, 'fat': 0.05162848042741101, 'protein': 0.219356827288605, 'salt': 0.0013485050857900002, 'saturates': 0.0056251926435830005, 'sugars': 64.05861502106237}"	train	"[{'text': '8'}, {'text': '1'}, {'text': '12'}]"	Watermelon Lemonade	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/watermelon-lemonade-432358	"[1232.0, 242.0, 2419.2000000000003]"	DRINK
653	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	032ccaceea	"[{'text': 'lettuce, cos or romaine, raw'}, {'text': 'strawberries, raw'}, {'text': 'fresh red onions, upc: 888670013229'}, {'text': 'nuts, almonds'}, {'text': 'honey'}, {'text': 'vinegar, balsamic'}]"	"[{'text': 'Combine the lettuce, strawberries, onion, and toasted almond slivers; toss gently.'}, {'text': 'Combine honey and vinegar, stirring well.'}, {'text': 'Pour vinegar mixture over salad, and toss gently.'}]"	"[{'fat': 0.28, 'nrg': 16.0, 'pro': 1.16, 'sat': 0.036000000000000004, 'sod': 8.0, 'sug': 1.12}, {'fat': 5.52, 'nrg': 588.0, 'pro': 12.24, 'sat': 0.276, 'sod': 24.0, 'sug': 89.16}, {'fat': 0.0, 'nrg': 2.8125, 'pro': 0.06375, 'sat': 0.0, 'sod': 0.28125, 'sug': 0.5700000000000001}, {'fat': 4.4625, 'nrg': 51.75, 'pro': 1.8900000000000001, 'sat': 0.33981249999999996, 'sod': 0.0625, 'sug': 0.38875000000000004}, {'fat': 0.0, 'nrg': 64.4375, 'pro': 0.06375, 'sat': 0.0, 'sod': 0.875, 'sug': 17.399375}, {'fat': 0.0, 'nrg': 14.0, 'pro': 0.08, 'sat': 0.0, 'sod': 4.0, 'sug': 2.39}]"	"{'energy': 37.34481884975931, 'fat': 0.5200152014187991, 'protein': 0.7852799594628831, 'salt': 0.004714815049404001, 'saturates': 0.033028249303268004, 'sugars': 5.625950088674943}"	train	"[{'text': '2'}, {'text': '12'}, {'text': '1'}, {'text': '1'}, {'text': '1'}, {'text': '1'}]"	Romaine & Strawberry Salad	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}]"	http://www.food.com/recipe/romaine-strawberry-salad-42706	"[94.0, 1824.0, 9.375, 8.9375, 21.1875, 16.0]"	LUNCH
654	"{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}"	032ddde5e1	"[{'text': 'cabbage, raw'}, {'text': 'carrots, raw'}, {'text': 'onions, raw'}, {'text': 'salad dressing, mayonnaise, regular'}, {'text': 'honey'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'milk, buttermilk, fluid, cultured, lowfat'}, {'text': 'vinegar, distilled'}, {'text': 'lemon juice, raw'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}]"	"[{'text': 'Chop cabbage, carrot and onion into very small pieces, set aside.'}, {'text': 'In large bowl, combine remaining ingredients and beat until smooth.'}, {'text': 'Add slaw and mix well.'}, {'text': 'Cover and refrigerate for at least 2 hours before serving.'}, {'text': ""(Don't skip this step, the flavor needs time to set into the slaw).""}, {'text': 'BTW, I like to make the dressing up and keep it in a squirt bottle in the fridge.'}, {'text': 'When I use it, I have to microwave it a little to thin the honey, but it works since I always refrigerate the slaw before eating anyway.'}, {'text': ""Also, when we're dieting, I use less than half the dressing and it's still quite good!""}]"	"[{'fat': 0.72, 'nrg': 176.0, 'pro': 9.12, 'sat': 0.24, 'sod': 128.0, 'sug': 22.8}, {'fat': 4.34, 'nrg': 728.0, 'pro': 16.66, 'sat': 0.658, 'sod': 1232.0, 'sug': 84.98}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.22, 'sat': 0.008374999999999999, 'sod': 0.75, 'sug': 0.8475}, {'fat': 1983.3600000000001, 'nrg': 18048.0, 'pro': 24.96, 'sat': 310.08, 'sod': 16896.0, 'sug': 15.36}, {'fat': 0.0, 'nrg': 13403.0, 'pro': 13.26, 'sat': 0.0, 'sod': 182.0, 'sug': 3619.0699999999997}, {'fat': 0.29625, 'nrg': 12.75, 'pro': 1.0275, 'sat': 0.193125, 'sod': 13.375, 'sug': 1.5862500000000002}, {'fat': 0.27, 'nrg': 12.25, 'pro': 1.01375, 'sat': 0.167875, 'sod': 58.25, 'sug': 1.4675}, {'fat': 0.0, 'nrg': 4.5, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.015}, {'fat': 0.092187499999999, 'nrg': 8.4375, 'pro': 0.1328125, 'sat': 0.0153125, 'sod': 0.3125, 'sug': 0.9609375}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 1.26, 'nrg': 108.0, 'pro': 4.32, 'sat': 0.5760000000000001, 'sod': 0.0, 'sug': 0.18}]"	"{'energy': 331.19664106116795, 'fat': 20.27750150270997, 'protein': 0.720425266922042, 'salt': 1.182064456069929, 'saturates': 3.177988992012714, 'sugars': 38.17664928786829}"	train	"[{'text': '8'}, {'text': '14'}, {'text': '2'}, {'text': '12'}, {'text': '13'}, {'text': '2'}, {'text': '2'}, {'text': '1 1/2'}, {'text': '2 1/2'}, {'text': '12'}, {'text': '18'}]"	Coleslaw With Honey	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/coleslaw-with-honey-182383	"[712.0, 1792.0, 20.0, 2649.6000000000004, 4407.0, 30.5, 30.625, 22.35, 38.125, 72.0, 41.4]"	APPETIZER
655	"{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}"	03303d24a3	"[{'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'cheese, parmesan, hard'}, {'text': 'salt, table'}, {'text': 'butter, without salt'}, {'text': 'cheese, cheddar'}, {'text': 'water, bottled, generic'}]"	"[{'text': 'Preheat oven to 425 degrees.'}, {'text': 'Combine flour, Parmesan, salt.'}, {'text': 'Using a pastry cutter (or a fork) cut in the butter until mixture has become fine crumbs.'}, {'text': 'Gently fold in cheddar until thoroughly combined.'}, {'text': 'Add water 1 tbsp at a time (mixing in between) until mixture forms a ball easily.'}, {'text': 'Roll mixture into a ball and cut in half.'}, {'text': 'Cut each half into 12 pieces and then roll each piece into a long string and make into your desired shape.'}, {'text': 'Bake for 8-10 minutes or until golden on top.'}]"	"[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 4.800466619792938, 'nrg': 72.1874679668111, 'pro': 6.641247052946621, 'sat': 3.049920521597768, 'sod': 256.2655112821794, 'sug': 0.14437493593362202}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 43.97, 'nrg': 533.0, 'pro': 30.19, 'sat': 24.904, 'sod': 862.0, 'sug': 0.63}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.5, 'sug': 0.0}]"	"{'energy': 655.7898466465247, 'fat': 71.85034601362217, 'protein': 2.311992318305342, 'salt': 2.335361742250413, 'saturates': 44.618842216409654, 'sugars': 0.09639092248080301}"	train	"[{'text': '1'}, {'text': '2'}, {'text': '12'}, {'text': '12'}, {'text': '1'}, {'text': '2-3'}]"	Cheesy Cracker Pretzels	"[{'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}]"	http://www.food.com/recipe/cheesy-cracker-pretzels-502261	"[125.0, 18.588273001453857, 72.0, 2726.3999999999996, 132.0, 74.0]"	APPETIZER
